id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
41339,Porto city flat near the sea,180050,Paula,PORTO,Lordelo do Ouro e Massarelos,41.1501,-8.66035,Entire home/apt,75,5,17,2018-08-19,0.18,1,113,0,29049/AL
55111,Fontielas Houses |Floor1 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17481,-8.35362,Entire home/apt,66,3,14,2019-05-07,0.18,3,0,0,7563/AL
73828,Fontielas Houses |Floor0 in House with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17449,-8.35426,Entire home/apt,66,3,8,2019-07-22,0.10,3,0,0,7563/AL
86388,A Formosa - a nest made for two,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14918,-8.60922,Private room,18,2,140,2019-04-26,1.17,6,338,4,6995/AL
87873,Oporto Apartment Triplex,480980,Paula,PORTO,Bonfim,41.15786,-8.60427,Entire home/apt,73,3,186,2019-01-05,1.62,3,326,3,634/AL
91439,A Formosa 2 -The red sofa room,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,18,2,148,2019-05-23,1.21,6,306,5,6995/AL
96394,Boat Blue Days,511741,Manuel,VILA NOVA DE GAIA,Canidelo,41.1411,-8.65148,Entire home/apt,214,1,8,2018-10-10,0.28,1,363,1,90/2015
100521,casa de praia,528145,Isabel Morgado,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07378,-8.65368,Private room,80,1,0,,,1,365,0,
100661,A Formosa 3 - Little Vintage Nook,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14908,-8.60905,Private room,18,2,78,2017-10-07,0.80,6,308,7,6995/AL
104045,Aida Duplex Apartment | 5 Bedrooms,541968,Aida,PORTO,Bonfim,41.15877,-8.59893,Entire home/apt,150,4,261,2020-03-07,2.15,1,343,1,11205/AL
105347,Minha casinha / My little house,544104,Manuel,VILA NOVA DE GAIA,Oliveira do Douro,41.12961,-8.58427,Entire home/apt,55,5,122,2019-04-12,1.20,1,231,3,
108153,Rooms-Piscina-Praia,559704,Armando,ESPINHO,Anta e Guetim,40.99902,-8.6163,Private room,45,2,6,2016-09-27,0.12,4,365,0,10224
113586,1 Bedroom Vintage Apartment 60sqm,577638,César,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14602,-8.61447,Entire home/apt,45,4,197,2021-09-13,1.85,1,217,2,5380/AL
122362,Private house in Oporto - Portugal,613350,Olga,PORTO,Paranhos,41.17563,-8.62323,Entire home/apt,61,2,63,2018-06-30,0.72,1,337,1,17076/AL
125872,B&B - Luxury Suite with HQ private bath,625145,Manuel & Family,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12424,-8.61346,Private room,65,1,225,2019-05-25,1.98,12,365,3,Exempt
127208,B & B  Room Yoga Garden's Place,630252,Aurora,PORTO,Campanhã,41.1546,-8.58985,Private room,26,2,458,2020-03-02,4.51,1,293,4,34971/AL
128557,B&B-High Quality room 10min. walk from WineCellars,625145,Manuel & Family,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12557,-8.61512,Private room,31,1,385,2019-06-11,3.32,12,355,27,Exempt
131994,Studio - Casa do Pinheiro,648963,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14993,-8.6151,Entire home/apt,27,3,158,2021-08-07,1.29,2,154,17,6184/AL
133099,Duplex Apartment - Casa do Pinheiro,648963,António & Irene,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1506,-8.61391,Entire home/apt,42,3,127,2021-08-21,1.07,2,119,8,6184/AL
133803,"Sun, sea & city.",489762,Sun Sea City,VILA NOVA DE GAIA,Canidelo,41.1277,-8.66321,Entire home/apt,102,3,177,2020-09-15,2.71,1,288,1,80653
134570,Luxury Beachfront Penthouse Apartment w/ POOL,660293,Natacha,VILA NOVA DE GAIA,Madalena,41.1041,-8.65946,Entire home/apt,178,2,75,2019-07-02,0.72,1,341,1,2191/AL
139425,"Cozy apartment - roof top terrace, free parking",680010,Liana,PORTO,Bonfim,41.14622,-8.59423,Entire home/apt,45,2,187,2018-09-11,1.51,9,168,0,4833/AL
141255,Yellow House -  Casa CF,663708,Gabriela,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19279,-8.66029,Private room,59,3,0,,,2,75,0,96640/AL
155127,Apartment Douro river 5 km to Porto,745984,André,GONDOMAR,"Gondomar (São Cosme), Valbom e Jovim",41.12465,-8.54445,Entire home/apt,63,3,82,2021-08-23,0.71,1,357,6,
155723,House with EscolaSuperiorEnferma,748789,Margarida M.,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15889,-8.61002,Entire home/apt,80,3,6,2013-06-01,0.11,1,0,0,
165699,Oliveira`s Place,789887,Bravo` S,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14822,-8.61476,Entire home/apt,600,2,102,2019-10-22,1.30,2,363,0,84715/AL
169321,Espaçoso e luminoso Apartamento perto de belas artes I,806826,Miguel,PORTO,Bonfim,41.14536,-8.59792,Entire home/apt,100,3,143,2019-09-10,1.24,4,173,4,5458/AL
173827,"Large flat, swimming pool, parking, security 24/7",154415,Manuela,PORTO,Lordelo do Ouro e Massarelos,41.16188,-8.66014,Entire home/apt,60,3,112,2020-03-08,1.43,1,209,2,Turismo de Portugal IP 17751/AL
186655,Charming Family House with Garden (6981/AL),897112,Helena,PORTO,Lordelo do Ouro e Massarelos,41.15206,-8.65228,Entire home/apt,65,2,211,2019-04-11,1.89,1,198,5,6981/AL
186946,DESIGN HOUSE OLD TOWN | BALCONY | AIRCO | RIBEIRA,898831,Isabel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14087,-8.61703,Entire home/apt,98,2,258,2021-10-02,2.22,2,323,10,52314/AL
189368,"Your Beach House, close to Oporto",913646,Ana,VILA DO CONDE,Azurara,41.33771,-8.74118,Entire home/apt,90,5,37,2017-11-05,0.73,1,79,1,51394/AL
191005,Luxury Apartment Downtown - Porto,923371,Carlos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60758,Entire home/apt,65,3,97,2021-09-07,0.88,2,169,4,5773/AL
207475,EcoArtistic Nest,1020922,João E Susana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13109,-8.61375,Entire home/apt,31,2,9,2014-09-09,0.10,1,0,0,
208147,"Farmhouse accommodation, Portugal",1024383,David,VILA DO CONDE,Fornelo e Vairão,41.32667,-8.65956,Private room,30,4,37,2020-07-15,0.48,1,288,1,Exempt
241573,class & confort downtown / poss parking,1266562,Oporto,PORTO,Bonfim,41.14776,-8.60194,Entire home/apt,84,2,196,2019-09-06,1.62,18,294,0,7235/AL
241574,apartment downtown 1 terrace,1266562,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14645,-8.60293,Entire home/apt,59,2,336,2019-10-12,2.88,18,330,4,6762/AL
241742,lovely duplex apartment in downtown Porto,1266562,Oporto,PORTO,Bonfim,41.14831,-8.6004,Entire home/apt,84,2,198,2020-01-04,1.84,18,250,4,7235/AL
241743,tranquility in downtown Porto,1266562,Oporto,PORTO,Bonfim,41.14654,-8.59991,Entire home/apt,59,2,145,2018-09-26,1.24,18,316,2,7233/AL
248537,Carregal Apartment,1302034,Maria De Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14765,-8.61876,Entire home/apt,65,3,235,2021-09-25,2.02,1,352,7,5400/AL
264087,Historical City Center Apartment,1385493,Salomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15075,-8.6217,Entire home/apt,65,3,286,2021-10-02,2.42,2,102,8,5488/AL
265819,Porto Center Apartement - Beach 2 KM,506925,Amália,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1605,-8.6327,Entire home/apt,49,3,94,2016-11-24,0.80,1,76,1,87222/AL
266970,The peacefulness of the countryside near Oporto,1399935,Teresa E Pedro / Teresa Und Pedro,VILA NOVA DE GAIA,Avintes,41.11834,-8.54862,Entire home/apt,75,7,26,2017-11-15,0.27,2,311,4,2832/AL
270094,PortoFLAT Self contained studioflat,1377045,Chris,PORTO,Lordelo do Ouro e Massarelos,41.15906,-8.63666,Entire home/apt,50,3,47,2017-08-01,0.56,1,201,5,60563/AL
270965,Central Apartment in Porto,1418251,Júlia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15676,-8.60897,Entire home/apt,46,3,123,2018-04-08,1.12,1,365,0,7349/AL
273345,charming apartment in downtown Porto 3,1266562,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14663,-8.60385,Entire home/apt,70,2,223,2019-10-07,1.98,18,319,7,6760/AL
278886,charming apartment in downtown Porto 2,1266562,Oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14653,-8.6023,Entire home/apt,70,2,255,2019-09-24,2.68,18,323,4,6764/AL
313017,Ribeira - Porto/ Duplex Apartment,1609420,João & Cristiana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14128,-8.61178,Entire home/apt,68,1,54,2013-10-10,0.49,1,27,0,44204/AL
313541,Casa da Torrinha,1612190,Carlos,PORTO,Lordelo do Ouro e Massarelos,41.15264,-8.62168,Entire home/apt,271,2,173,2018-09-27,1.78,1,287,0,39681/AL
317546,Shining view in the city heart 7,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14321,-8.61676,Entire home/apt,90,3,123,2021-09-10,1.10,9,345,14,5929/AL
322277,"Secluded mountain house, 50m River Paiva",1650486,Sandra,AROUCA,Alvarenga,40.96872,-8.164,Entire home/apt,175,5,24,2019-08-25,0.27,1,364,1,33347/AL
322467,Porto Luxury Suite,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,65,2,459,2019-08-31,4.61,5,365,2,30401/AL
366442,Portugal - Vila Do Conde! Location!,1850073,Jolene,VILA DO CONDE,Vila do Conde,41.36886,-8.75795,Entire home/apt,80,2,19,2018-07-18,0.19,1,284,0,
366590,Shining view in the city heart 6,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14386,-8.61667,Entire home/apt,75,3,32,2018-08-23,0.28,9,342,0,5929/AL
383641,Suite in the center of Oporto!,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15466,-8.61585,Private room,60,2,445,2021-08-27,4.38,5,365,2,30401/AL
386984,Fontielas Houses | House T1 with shared Pool,259711,Isabel E João,PAREDES,Cete,41.17447,-8.35492,Entire home/apt,57,3,9,2019-06-06,0.12,3,0,0,7562/AL
393987,Old city! River View! Free Parking!,1969579,Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14285,-8.6054,Entire home/apt,50,2,313,2021-10-08,3.28,1,343,14,6946/AL
399584,Rustic House,1994633,Elisa,MAIA,São Pedro Fins,41.25363,-8.54319,Entire home/apt,150,3,125,2019-07-21,1.25,1,362,3,15346/AL
400097,3rd Studio,1997241,Solar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15389,-8.60342,Entire home/apt,40,3,70,2018-06-14,0.66,7,353,4,6640/AL
400129,Studio 3,1997241,Solar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1524,-8.60596,Entire home/apt,40,3,14,2018-11-11,0.19,7,354,1,69532/AL
400134,Studio 4,1997241,Solar,PORTO,Bonfim,41.15215,-8.60375,Entire home/apt,50,3,11,2013-07-11,0.11,7,361,1,6688-AL
403114,Blue Oporto Home River Front - Ribeira,2010935,Diana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13888,-8.61497,Entire home/apt,155,1,132,2019-11-18,1.40,12,296,1,AL6852
404688,Holiday Villa - Casa do Sobreiro,2016951,António Luís,GONDOMAR,Melres e Medas,41.07471,-8.41248,Entire home/apt,150,2,84,2019-10-09,0.84,1,338,9,32568/AL
424705,Shining view in the city heart 5,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61718,Entire home/apt,76,3,40,2017-07-08,0.44,9,336,4,5929/AL
429790,Just a 5minute walk from the beach!,2136541,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20043,-8.70667,Entire home/apt,37,4,112,2018-10-03,1.25,1,134,6,
437772,Facing the sea and harbor boats,2174759,Patricia,VILA DO CONDE,Vila do Conde,41.37035,-8.762,Entire home/apt,38,2,64,2021-06-07,0.57,1,236,5,12467/AL
450872,GuestReady - Charm Loft,364783572,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14267,-8.61356,Entire home/apt,42,2,352,2019-09-08,3.29,392,351,28,55201
485699,2min walk from beach - 20min from Porto City,2404540,Marco,VILA DO CONDE,Vila do Conde,41.34521,-8.7508,Entire home/apt,80,3,21,2019-12-02,0.27,1,266,1,14159/AL
486268,Solar Piedade - FANTASTIC 5 bedroom villa,2406517,Hélder,VALONGO,Alfena,41.23578,-8.52927,Entire home/apt,258,3,27,2019-11-29,0.34,1,286,1,15264/AL
487653,Charming Apartment near the Beach  (34512/AL),2413031,Gabriela,VILA DO CONDE,Vila do Conde,41.35115,-8.74867,Entire home/apt,80,2,40,2021-07-26,0.52,1,365,1,34512/AL
496647,Shining view in the city heart 1,1630185,David,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1441,-8.61759,Entire home/apt,75,3,9,2017-08-30,0.12,9,340,0,5929/AL
502059,Home in the geographic center Porto,2477477,Monica,PORTO,Ramalde,41.16693,-8.63799,Private room,45,1,244,2018-06-26,2.35,1,0,0,
518534,RIVERTOP by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,87,1,306,2021-09-14,2.75,18,314,17,7437/AL
530311,Apartment near to Port Wine Cellars,2604677,Adelino,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13501,-8.61047,Entire home/apt,90,3,157,2020-03-10,1.43,1,358,3,45489/2017-333130
536005,Alugo T2,2634023,Nina,VILA NOVA DE GAIA,São Félix da Marinha,41.03715,-8.64057,Entire home/apt,80,2,0,,,1,362,0,
538055,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15061,-8.62086,Private room,120,1,0,,,11,0,0,5525/AL
538059,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15065,-8.62109,Private room,80,1,2,2019-10-16,1.05,11,306,1,5525/AL
538061,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14921,-8.61951,Private room,100,1,0,,,11,306,0,5525/AL
538062,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15004,-8.61974,Private room,120,1,0,,,11,328,0,5525/AL
538064,PENSAO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.62093,Private room,115,1,0,,,11,321,0,5525/AL
538066,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15002,-8.61969,Private room,100,1,1,2019-06-09,0.03,11,0,0,5525/AL
538069,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15052,-8.62127,Private room,100,1,0,,,11,263,0,5525/AL
563465,Peace and quiet,2770848,Tania,VALONGO,Ermesinde,41.2234,-8.54421,Private room,65,7,0,,,1,365,0,
565255,Oporto Center Private Room1,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15396,-8.60421,Private room,44,2,270,2019-10-05,2.43,3,352,20,55003/AL
571382,Porto Leça Beach Flat in Matosinhos,2812007,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1898,-8.6983,Entire home/apt,41,2,201,2021-06-19,1.88,6,252,5,33782/AL
577242,Big House Near Porto and beachs,2838878,Dulce,SANTA MARIA DA FEIRA,Argoncilhe,41.02448,-8.53994,Entire home/apt,100,5,56,2018-06-05,0.66,1,254,3,
579745,Airy & Modern Beachfront Apartment,2851799,Maria C,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15384,-8.67886,Entire home/apt,95,2,282,2021-09-07,2.52,1,282,23,20531/AL
581356,"Toc Toc Studio, Fun Bijou Retreat in a Historic Building",2712090,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,66,2,417,2021-10-09,4.00,2,351,13,30100/AL
581402,Big private bedroom with private WC,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,35,2016-07-21,0.31,6,0,0,AL 52876
582405,Minimalist House T3 downtown Porto,2868260,Henrique,PORTO,Bonfim,41.15819,-8.60128,Entire home/apt,50,3,138,2019-05-26,1.25,2,126,2,18642/AL
590448,Duplex  Casa Romantica  secluded  in city center,495191,Isabel,PORTO,Bonfim,41.15147,-8.59746,Entire home/apt,144,120,42,2018-12-17,0.47,1,0,0,5056/AL
598806,Cozy T1 Appartment in Porto Center,2962322,Catherine,PORTO,Bonfim,41.14703,-8.59516,Entire home/apt,65,2,46,2019-08-22,0.41,1,89,3,
600573,Cozy apartment close metro & beach,2969815,Salomé,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18091,-8.68034,Entire home/apt,45,3,37,2021-05-19,0.45,2,313,3,33393/AL
604702,Casa da Paz | Clean&Safe Vintage House with garden,2993425,"Maria, Gabriela & Tiago",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,73,2,319,2021-07-30,3.08,1,286,14,34224/AL
605605,3 Room Luxury Apartment in City Centre - nr96,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.35313,-8.74471,Entire home/apt,66,2,13,2019-04-24,0.15,2,350,0,64412/AL
609453,Porto center-Priv. room w/ WC&WI-FI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,73,2018-09-21,0.66,6,0,0,AL 52876
609455,Double room ensuite in the center,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,1,63,2018-02-23,0.58,6,0,0,AL 52876
613792,"Porto, estúdio florido numa praia famosa",3043794,Armando,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.07648,-8.65492,Entire home/apt,35,3,69,2019-06-10,0.65,4,139,10,
619218,Kitchnette Studio in Porto's Downtown,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,35,2,418,2021-08-29,4.18,5,345,23,30401/AL
620462,"""Porto Ribeira Moments"" apartment",3074362,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14175,-8.61355,Entire home/apt,69,2,140,2019-01-25,2.18,1,329,8,36689/AL
620628,Cedofeita Downtown | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.61796,Entire home/apt,60,2,330,2021-10-11,3.17,8,317,16,44408/AL
621663,3 Room Luxury Apartment in City Centre - nr98,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.35519,-8.74315,Entire home/apt,71,2,4,2018-04-02,0.04,2,345,0,64412/AL
621980,Kitchnette Studio in Porto's Downtown II,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,33,2,436,2021-09-08,3.91,5,340,20,30401/AL
627273,Red Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14125,-8.61477,Entire home/apt,160,1,311,2021-09-30,2.84,12,213,15,AL7293
628004,Purple Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14076,-8.61612,Entire home/apt,122,1,195,2021-09-08,1.87,12,261,6,AL6851
628606,Porto Downtown Apartment,3122657,Sevenwindows,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15587,-8.60825,Entire home/apt,35,2,128,2017-09-23,1.15,1,264,0,62657/AL
631014,A Formosa 4 - Private balcony room,185209,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14907,-8.60905,Private room,19,2,77,2019-05-20,0.79,6,338,7,6995/AL
640344,Casa da Belavista 2 - Foz Velha- Porto,3197326,Luiz,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14801,-8.66768,Entire home/apt,75,2,12,2016-11-16,0.14,2,342,0,80872/AL
657151,nice private room,3033776,Sérgio Bruno,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12203,-8.60694,Private room,20,1,8,2015-09-04,0.11,1,365,0,Exempt
659341,River&Bridges apartments 1 in Porto,3326280,Lurdes,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13532,-8.6077,Entire home/apt,41,2,490,2021-10-10,4.70,1,210,41,"2221/AL Turismo de Portugal 
2499/12 CM VNGaia"
663607,apartment 10min walking to downtown,3284341,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15877,-8.63211,Entire home/apt,56,4,41,2016-03-28,0.46,1,144,1,13618/AL
681306,Modern Flat with Patio in Historic Jewish Quarter,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14274,-8.61583,Entire home/apt,104,1,185,2020-02-26,1.68,6,281,0,7155/AL
681307,PentHouse Apartment in a Central Building,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14318,-8.61612,Entire home/apt,138,1,215,2021-09-20,2.37,6,315,17,600/AL
691479,Apartreboleira. Terrace with a view,3534864,Anne,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14094,-8.61659,Entire home/apt,127,2,370,2021-09-07,3.42,1,260,15,14929-AL
692042,RIVERTOPVIEW by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,86,1,149,2021-10-03,1.36,18,334,8,14925/AL
693426,Large flat @ the beach w/Sea view - Flowerstreet54,2714853,Cristina,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17473,-8.68521,Entire home/apt,86,4,56,2020-12-23,0.65,1,7,5,
695656,Green Oporto Home River Front - Ribeira,2010935,Diana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13899,-8.61608,Entire home/apt,140,1,24,2020-09-06,0.38,12,329,0,AL7250
696324,Mouzinho 134 - Hist Center - Yellow,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,150,30,415,2020-02-25,3.85,9,355,2,6482/AL
703873,Sunny bedroom near the Douro river,3614742,Rui And Sergey,VILA NOVA DE GAIA,Oliveira do Douro,41.13179,-8.60276,Private room,25,2,108,2019-09-17,1.48,1,0,3,
708484,"Little and nice inner room, Oporto",1736427,José António & Isabel,PORTO,Ramalde,41.17626,-8.62912,Private room,13,1,99,2019-07-29,1.33,1,278,0,54199/AL
710729,RIVERSTUDIO by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61518,Entire home/apt,58,1,70,2018-07-06,0.65,18,0,0,21027/AL
713596,Apartment Arca D`água with parking,2821843,Paulo,PORTO,Paranhos,41.16992,-8.60825,Entire home/apt,39,3,189,2019-11-05,1.78,1,137,0,
729328,Cozy Flat with AirCon near Port Wine Cellars,185492,Gabriela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13561,-8.62397,Entire home/apt,40,3,219,2020-10-11,2.16,2,335,13,
735736,OPO.APT - Pateo Apartment 110-0,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,67,2,61,2015-02-16,0.72,7,161,3,6989/AL
736472,OPO.APT -  Art Déco Apartment 110-1,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15583,-8.62387,Entire home/apt,59,3,166,2019-03-24,1.55,7,275,3,6985/AL
738602,Clérigos Downtown - Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14581,-8.61272,Entire home/apt,126,2,349,2021-10-08,3.36,8,311,27,28177/AL
746214,Great room in Oporto's centre WIFI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,51,2,46,2014-10-06,0.46,6,0,0,AL 52876
748133,HEART OF THE CITY - SPACIOUS FLAT,3928878,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14688,-8.61333,Entire home/apt,50,2,319,2019-09-05,3.50,1,0,0,49892/AL
748261,Penthouse Apartment T1,2589623,Rocha,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Entire home/apt,90,2,4,2021-09-24,1.85,41,0,4,
748374,Appartment T1 * bnapartments Palácio,2589623,Rocha,PORTO,Lordelo do Ouro e Massarelos,41.14972,-8.62422,Entire home/apt,41,2,2,2021-04-16,0.12,41,0,1,5582/AL
758709,Basic Studio With Top Location and View . Carmo 1,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14655,-8.61746,Entire home/apt,49,3,285,2019-11-29,2.66,7,320,0,19269/AL
759702,Basic Studio With Top Location . Carmo 2,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14755,-8.61742,Entire home/apt,49,3,147,2021-08-20,1.36,7,257,4,19288/AL
764471,"OPORTO Downtown, Free Parking",4030159,Dalila,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1447,-8.60541,Entire home/apt,42,2,438,2021-09-29,4.23,1,313,27,
769605,Studio in  Porto,3163699,Sónia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14283,-8.60787,Entire home/apt,50,2,35,2017-08-09,0.38,2,334,3,
